center_id,ts_bucket,agents_scheduled,agents_logged_in,shrinkage_pct,sla_target_sec
SC-102,2026-07-07 15:30:00,62.98,42.87,31.94,90.0
SC-102,2026-07-07 16:00:00,55.83,42.74,23.45,90.0
SC-102,2026-07-07 16:30:00,50.87,36.77,27.72,90.0
SC-102,2026-07-07 17:00:00,39.91,32.46,18.66,90.0
SC-102,2026-07-07 17:30:00,41.93,29.25,30.24,90.0
SC-102,2026-07-07 18:00:00,38.76,23.77,38.67,90.0
SC-102,2026-07-07 18:30:00,28.68,19.66,31.46,90.0
SC-102,2026-07-07 19:00:00,19.57,14.24,27.22,90.0
SC-102,2026-07-07 19:30:00,15.11,10.76,28.83,90.0
SC-102,2026-07-08 08:00:00,31.38,24.49,21.94,90.0
SC-102,2026-07-08 08:30:00,47.63,33.67,29.31,90.0
SC-102,2026-07-08 09:00:00,56.77,40.83,28.08,90.0
SC-102,2026-07-08 09:30:00,68.67,48.65,29.15,90.0
SC-102,2026-07-08 10:00:00,75.13,57.79,23.08,90.0
SC-102,2026-07-08 10:30:00,82.55,57.74,30.05,90.0
SC-102,2026-07-08 11:00:00,95.85,63.55,33.7,90.0
SC-102,2026-07-08 11:30:00,95.2,64.08,32.69,90.0
SC-102,2026-07-08 12:00:00,74.89,61.05,18.48,90.0
SC-102,2026-07-08 12:30:00,75.01,55.19,26.42,90.0
SC-102,2026-07-08 13:00:00,76.55,54.42,28.91,90.0
SC-102,2026-07-08 13:30:00,76.59,50.51,34.04,90.0
SC-102,2026-07-08 14:00:00,70.87,52.45,25.99,90.0
SC-102,2026-07-08 14:30:00,55.34,41.96,24.19,90.0
SC-102,2026-07-08 15:00:00,57.35,39.01,31.99,90.0
SC-102,2026-07-08 15:30:00,57.21,38.57,32.59,90.0
SC-102,2026-07-08 16:00:00,47.41,32.89,30.61,90.0
SC-102,2026-07-08 16:30:00,42.4,31.38,26.0,90.0
SC-102,2026-07-08 17:00:00,38.15,27.6,27.65,90.0
SC-102,2026-07-08 17:30:00,37.45,27.0,27.91,90.0
SC-102,2026-07-08 18:00:00,30.62,21.61,29.43,90.0
SC-102,2026-07-08 18:30:00,21.47,17.0,20.84,90.0
SC-102,2026-07-08 19:00:00,19.24,13.42,30.26,90.0
SC-102,2026-07-08 19:30:00,12.96,9.5,26.7,90.0
SC-102,2026-07-09 08:00:00,27.46,20.75,24.41,90.0
SC-102,2026-07-09 08:30:00,43.8,31.02,29.19,90.0
SC-102,2026-07-09 09:00:00,56.47,41.86,25.86,90.0
SC-102,2026-07-09 09:30:00,68.02,46.21,32.07,90.0
SC-102,2026-07-09 10:00:00,70.87,50.69,28.48,90.0
SC-102,2026-07-09 10:30:00,79.68,58.17,26.99,90.0
SC-102,2026-07-09 11:00:00,80.44,56.76,29.43,90.0
SC-102,2026-07-09 11:30:00,86.27,61.47,28.74,90.0
SC-102,2026-07-09 12:00:00,86.07,60.02,30.26,90.0
SC-102,2026-07-09 12:30:00,75.48,57.3,24.08,90.0
SC-102,2026-07-09 13:00:00,74.73,53.74,28.09,90.0
SC-102,2026-07-09 13:30:00,68.27,50.82,25.55,90.0
SC-102,2026-07-09 14:00:00,60.71,41.83,31.09,90.0
SC-102,2026-07-09 14:30:00,58.3,40.08,31.24,90.0
SC-102,2026-07-09 15:00:00,61.57,41.57,32.48,90.0
SC-102,2026-07-09 15:30:00,48.45,35.77,26.18,90.0
SC-102,2026-07-09 16:00:00,41.78,29.14,30.26,90.0
SC-102,2026-07-09 16:30:00,42.56,29.41,30.89,90.0
SC-102,2026-07-09 17:00:00,36.73,26.72,27.25,90.0
SC-102,2026-07-09 17:30:00,33.7,24.77,26.5,90.0
SC-102,2026-07-09 18:00:00,25.69,19.8,22.93,90.0
SC-102,2026-07-09 18:30:00,18.75,13.94,25.67,90.0
SC-102,2026-07-09 19:00:00,17.93,13.53,24.54,90.0
SC-102,2026-07-09 19:30:00,13.85,9.83,29.03,90.0
SC-102,2026-07-10 08:00:00,13.9,9.33,32.91,90.0
SC-102,2026-07-10 08:30:00,21.22,14.41,32.11,90.0
SC-102,2026-07-10 09:00:00,27.12,18.16,33.05,90.0
SC-102,2026-07-10 09:30:00,26.49,20.29,23.38,90.0
SC-102,2026-07-10 10:00:00,30.51,22.43,26.49,90.0
SC-102,2026-07-10 10:30:00,36.79,28.78,21.79,90.0
SC-102,2026-07-10 11:00:00,35.84,28.18,21.36,90.0
SC-102,2026-07-10 11:30:00,35.36,25.75,27.17,90.0
SC-102,2026-07-10 12:00:00,33.51,24.87,25.79,90.0
SC-102,2026-07-10 12:30:00,33.62,23.67,29.59,90.0
SC-102,2026-07-10 13:00:00,30.66,21.79,28.93,90.0
SC-102,2026-07-10 13:30:00,28.3,20.07,29.1,90.0
SC-102,2026-07-10 14:00:00,26.94,19.99,25.8,90.0
SC-102,2026-07-10 14:30:00,28.72,18.49,35.64,90.0
SC-102,2026-07-10 15:00:00,22.69,17.16,24.39,90.0
SC-102,2026-07-10 15:30:00,26.14,16.69,36.14,90.0
SC-102,2026-07-10 16:00:00,22.25,16.08,27.73,90.0
SC-102,2026-07-10 16:30:00,21.22,14.95,29.54,90.0
SC-102,2026-07-10 17:00:00,19.05,13.12,31.14,90.0
SC-102,2026-07-10 17:30:00,13.97,10.4,25.55,90.0
SC-102,2026-07-10 18:00:00,15.05,10.28,31.71,90.0
SC-102,2026-07-10 18:30:00,11.01,7.79,29.25,90.0
SC-102,2026-07-10 19:00:00,8.08,5.99,25.83,90.0
SC-102,2026-07-10 19:30:00,6.84,4.67,31.78,90.0
SC-102,2026-07-11 08:00:00,10.82,7.52,30.45,90.0
SC-102,2026-07-11 08:30:00,17.27,12.34,28.54,90.0
SC-102,2026-07-11 09:00:00,19.19,15.13,21.15,90.0
SC-102,2026-07-11 09:30:00,19.84,13.67,31.13,90.0
SC-102,2026-07-11 10:00:00,26.76,20.32,24.06,90.0
SC-102,2026-07-11 10:30:00,25.89,19.16,25.99,90.0
SC-102,2026-07-11 11:00:00,29.89,21.25,28.89,90.0
SC-102,2026-07-11 11:30:00,28.87,20.51,28.93,90.0
SC-102,2026-07-11 12:00:00,24.48,18.52,24.32,90.0
SC-102,2026-07-11 12:30:00,22.9,16.84,26.47,90.0
SC-102,2026-07-11 13:00:00,24.15,17.25,28.56,90.0
SC-102,2026-07-11 13:30:00,21.94,16.03,26.91,90.0
SC-102,2026-07-11 14:00:00,19.99,14.18,29.06,90.0
SC-102,2026-07-11 14:30:00,17.95,14.1,21.44,90.0
SC-102,2026-07-11 15:00:00,19.16,13.1,31.64,90.0
SC-102,2026-07-11 15:30:00,16.9,12.29,27.29,90.0
SC-102,2026-07-11 16:00:00,17.62,13.29,24.55,90.0
SC-102,2026-07-11 16:30:00,14.68,10.48,28.6,90.0
SC-102,2026-07-11 17:00:00,13.6,10.36,23.86,90.0
SC-102,2026-07-11 17:30:00,13.69,8.61,37.13,90.0
SC-102,2026-07-11 18:00:00,8.81,6.52,26.04,90.0
SC-102,2026-07-11 18:30:00,7.12,5.25,26.23,90.0
SC-102,2026-07-11 19:00:00,5.8,4.41,24.01,90.0
SC-102,2026-07-11 19:30:00,5.64,3.86,31.59,90.0
SC-102,2026-07-12 08:00:00,40.64,27.33,32.76,90.0
SC-102,2026-07-12 08:30:00,67.44,44.47,34.06,90.0
SC-102,2026-07-12 09:00:00,68.78,50.19,27.04,90.0
SC-102,2026-07-12 09:30:00,94.48,64.64,31.58,90.0
SC-102,2026-07-12 10:00:00,98.88,72.78,26.4,90.0
SC-102,2026-07-12 10:30:00,128.11,81.68,36.24,90.0
SC-102,2026-07-12 11:00:00,103.66,78.01,24.75,90.0
SC-102,2026-07-12 11:30:00,102.77,74.25,27.76,90.0
SC-102,2026-07-12 12:00:00,104.51,77.04,26.28,90.0
SC-102,2026-07-12 12:30:00,96.7,69.01,28.64,90.0
SC-102,2026-07-12 13:00:00,102.66,67.5,34.25,90.0
SC-102,2026-07-12 13:30:00,101.12,72.39,28.41,90.0
SC-102,2026-07-12 14:00:00,79.32,54.64,31.12,90.0
SC-102,2026-07-12 14:30:00,74.21,53.92,27.34,90.0
SC-102,2026-07-12 15:00:00,75.4,51.5,31.7,90.0
SC-102,2026-07-12 15:30:00,58.16,42.09,27.63,90.0
SC-102,2026-07-12 16:00:00,63.55,46.53,26.78,90.0
SC-102,2026-07-12 16:30:00,51.08,38.8,24.04,90.0
SC-102,2026-07-12 17:00:00,53.98,39.51,26.81,90.0
SC-102,2026-07-12 17:30:00,47.01,31.09,33.86,90.0
SC-102,2026-07-12 18:00:00,39.67,28.28,28.71,90.0
SC-102,2026-07-12 18:30:00,27.69,19.95,27.94,90.0
SC-102,2026-07-12 19:00:00,22.6,15.8,30.08,90.0
SC-102,2026-07-12 19:30:00,18.79,12.88,31.48,90.0
SC-102,2026-07-13 08:00:00,26.52,20.13,24.09,90.0
SC-102,2026-07-13 08:30:00,45.66,32.8,28.18,90.0
SC-102,2026-07-13 09:00:00,56.41,42.57,24.53,90.0
SC-102,2026-07-13 09:30:00,68.38,51.08,25.29,90.0
SC-102,2026-07-13 10:00:00,80.84,58.33,27.85,90.0
SC-102,2026-07-13 10:30:00,100.07,70.5,29.55,90.0
SC-102,2026-07-13 11:00:00,91.57,68.55,25.14,90.0
SC-102,2026-07-13 11:30:00,107.84,71.85,33.38,90.0
SC-102,2026-07-13 12:00:00,89.67,63.79,28.87,90.0
SC-102,2026-07-13 12:30:00,84.33,60.74,27.98,90.0
SC-102,2026-07-13 13:00:00,72.64,54.29,25.26,90.0
SC-102,2026-07-13 13:30:00,83.61,54.58,34.72,90.0
SC-102,2026-07-13 14:00:00,64.84,48.03,25.92,90.0
SC-102,2026-07-13 14:30:00,65.45,45.38,30.67,90.0
SC-102,2026-07-13 15:00:00,65.25,46.32,29.02,90.0
SC-102,2026-07-13 15:30:00,51.82,39.92,22.96,90.0
SC-102,2026-07-13 16:00:00,51.63,37.3,27.75,90.0
SC-102,2026-07-13 16:30:00,40.53,31.25,22.89,90.0
SC-102,2026-07-13 17:00:00,43.3,30.14,30.39,90.0
SC-102,2026-07-13 17:30:00,41.33,27.98,32.3,90.0
SC-102,2026-07-13 18:00:00,32.91,23.61,28.26,90.0
SC-102,2026-07-13 18:30:00,23.3,16.84,27.72,90.0
SC-102,2026-07-13 19:00:00,21.15,13.32,37.04,90.0
SC-102,2026-07-13 19:30:00,13.21,9.75,26.16,90.0
SC-102,2026-07-14 08:00:00,32.04,21.67,32.35,90.0
SC-102,2026-07-14 08:30:00,45.6,33.23,27.13,90.0
SC-102,2026-07-14 09:00:00,56.46,39.08,30.78,90.0
SC-102,2026-07-14 09:30:00,67.4,48.85,27.51,90.0
SC-102,2026-07-14 10:00:00,82.26,57.48,30.12,90.0
SC-102,2026-07-14 10:30:00,74.61,57.99,22.28,90.0
SC-102,2026-07-14 11:00:00,75.27,60.64,19.43,90.0
SC-102,2026-07-14 11:30:00,83.69,59.37,29.06,90.0
SC-102,2026-07-14 12:00:00,83.76,58.99,29.57,90.0
SC-102,2026-07-14 12:30:00,81.38,54.89,32.54,90.0
SC-102,2026-07-14 13:00:00,71.51,48.6,32.04,90.0
SC-102,2026-07-14 13:30:00,74.61,53.68,28.05,90.0
SC-102,2026-07-14 14:00:00,74.54,49.66,33.37,90.0
SC-102,2026-07-14 14:30:00,58.89,39.02,33.73,90.0
SC-102,2026-07-14 15:00:00,52.91,38.01,28.16,90.0
SC-102,2026-07-14 15:30:00,51.41,37.55,26.96,90.0
SC-102,2026-07-14 16:00:00,50.99,35.64,30.1,90.0
SC-102,2026-07-14 16:30:00,49.64,33.03,33.46,90.0
SC-102,2026-07-14 17:00:00,39.4,28.71,27.14,90.0
SC-102,2026-07-14 17:30:00,34.68,25.35,26.9,90.0
SC-102,2026-07-14 18:00:00,25.27,19.11,24.36,90.0
SC-102,2026-07-14 18:30:00,22.81,16.83,26.21,90.0
SC-102,2026-07-14 19:00:00,18.5,13.88,24.99,90.0
SC-102,2026-07-14 19:30:00,13.3,9.93,25.35,90.0
SC-102,2026-07-15 08:00:00,31.96,22.51,29.57,90.0
SC-102,2026-07-15 08:30:00,44.41,32.71,26.35,90.0
SC-102,2026-07-15 09:00:00,63.11,48.28,23.5,90.0
SC-102,2026-07-15 09:30:00,73.51,52.98,27.93,90.0
SC-102,2026-07-15 10:00:00,75.61,57.54,23.91,90.0
SC-102,2026-07-15 10:30:00,94.74,67.06,29.22,90.0
SC-102,2026-07-15 11:00:00,82.59,60.87,26.31,90.0
SC-102,2026-07-15 11:30:00,80.37,58.32,27.44,90.0
SC-102,2026-07-15 12:00:00,84.92,63.75,24.93,90.0
SC-102,2026-07-15 12:30:00,84.72,57.64,31.96,90.0
SC-102,2026-07-15 13:00:00,79.11,57.3,27.58,90.0
SC-102,2026-07-15 13:30:00,79.38,54.56,31.28,90.0
SC-102,2026-07-15 14:00:00,64.41,45.88,28.78,90.0
SC-102,2026-07-15 14:30:00,50.91,38.62,24.15,90.0
SC-102,2026-07-15 15:00:00,61.94,43.71,29.43,90.0
SC-102,2026-07-15 15:30:00,50.49,37.6,25.53,90.0
SC-102,2026-07-15 16:00:00,51.87,39.51,23.83,90.0
SC-102,2026-07-15 16:30:00,42.92,31.3,27.08,90.0
SC-102,2026-07-15 17:00:00,44.29,32.49,26.64,90.0
SC-102,2026-07-15 17:30:00,35.15,26.06,25.86,90.0
SC-102,2026-07-15 18:00:00,28.03,19.95,28.85,90.0
SC-102,2026-07-15 18:30:00,22.05,15.81,28.28,90.0
SC-102,2026-07-15 19:00:00,20.79,13.9,33.13,90.0
SC-102,2026-07-15 19:30:00,12.9,10.16,21.23,90.0
SC-102,2026-07-16 08:00:00,32.62,21.8,33.17,90.0
SC-102,2026-07-16 08:30:00,58.23,38.3,34.22,90.0
SC-102,2026-07-16 09:00:00,74.84,50.21,32.91,90.0
SC-102,2026-07-16 09:30:00,70.32,53.77,23.54,90.0
SC-102,2026-07-16 10:00:00,87.25,61.85,29.11,90.0
SC-102,2026-07-16 10:30:00,91.99,67.72,26.38,90.0
SC-102,2026-07-16 11:00:00,86.26,63.51,26.38,90.0
SC-102,2026-07-16 11:30:00,97.94,68.47,30.09,90.0
SC-102,2026-07-16 12:00:00,81.61,63.26,22.49,90.0
SC-102,2026-07-16 12:30:00,80.76,60.09,25.59,90.0
SC-102,2026-07-16 13:00:00,83.88,59.08,29.56,90.0
SC-102,2026-07-16 13:30:00,69.51,51.33,26.16,90.0
SC-102,2026-07-16 14:00:00,73.05,48.65,33.41,90.0
SC-102,2026-07-16 14:30:00,69.09,47.89,30.69,90.0
SC-102,2026-07-16 15:00:00,68.81,42.61,38.07,90.0
SC-102,2026-07-16 15:30:00,57.62,42.61,26.06,90.0
SC-102,2026-07-16 16:00:00,61.46,42.28,31.2,90.0
SC-102,2026-07-16 16:30:00,51.27,34.89,31.95,90.0
SC-102,2026-07-16 17:00:00,47.59,31.87,33.03,90.0
SC-102,2026-07-16 17:30:00,39.81,27.09,31.96,90.0
SC-102,2026-07-16 18:00:00,36.52,24.77,32.18,90.0
SC-102,2026-07-16 18:30:00,26.95,18.55,31.17,90.0
SC-102,2026-07-16 19:00:00,18.61,13.72,26.28,90.0
SC-102,2026-07-16 19:30:00,14.22,10.24,27.95,90.0
SC-102,2026-07-17 08:00:00,14.07,10.11,28.17,90.0
SC-102,2026-07-17 08:30:00,22.68,15.55,31.46,90.0
SC-102,2026-07-17 09:00:00,25.19,17.72,29.64,90.0
SC-102,2026-07-17 09:30:00,29.73,21.87,26.44,90.0
SC-102,2026-07-17 10:00:00,33.66,23.66,29.7,90.0
SC-102,2026-07-17 10:30:00,31.71,22.45,29.19,90.0
SC-102,2026-07-17 11:00:00,37.13,27.76,25.22,90.0
SC-102,2026-07-17 11:30:00,35.95,27.13,24.54,90.0
SC-102,2026-07-17 12:00:00,31.82,23.83,25.12,90.0
SC-102,2026-07-17 12:30:00,33.72,24.76,26.56,90.0
SC-102,2026-07-17 13:00:00,34.05,22.74,33.22,90.0
SC-102,2026-07-17 13:30:00,29.87,19.63,34.27,90.0
SC-102,2026-07-17 14:00:00,26.42,20.58,22.09,90.0
SC-102,2026-07-17 14:30:00,28.46,20.24,28.88,90.0
SC-102,2026-07-17 15:00:00,26.22,18.02,31.27,90.0
SC-102,2026-07-17 15:30:00,23.65,16.61,29.76,90.0
SC-102,2026-07-17 16:00:00,20.48,14.92,27.15,90.0
SC-102,2026-07-17 16:30:00,20.65,14.49,29.84,90.0
SC-102,2026-07-17 17:00:00,17.98,12.93,28.1,90.0
SC-102,2026-07-17 17:30:00,15.25,11.0,27.84,90.0
SC-102,2026-07-17 18:00:00,14.09,10.05,28.66,90.0
SC-102,2026-07-17 18:30:00,10.37,7.46,28.07,90.0
SC-102,2026-07-17 19:00:00,7.94,5.6,29.44,90.0
SC-102,2026-07-17 19:30:00,7.65,5.1,33.36,90.0
SC-102,2026-07-18 08:00:00,14.15,9.75,31.1,90.0
SC-102,2026-07-18 08:30:00,17.46,12.08,30.81,90.0
SC-102,2026-07-18 09:00:00,22.49,15.13,32.75,90.0
SC-102,2026-07-18 09:30:00,27.82,19.18,31.05,90.0
SC-102,2026-07-18 10:00:00,27.38,19.44,29.02,90.0
SC-102,2026-07-18 10:30:00,35.05,24.31,30.66,90.0
SC-102,2026-07-18 11:00:00,29.36,21.09,28.17,90.0
SC-102,2026-07-18 11:30:00,32.85,22.85,30.45,90.0
SC-102,2026-07-18 12:00:00,33.74,21.91,35.05,90.0
SC-102,2026-07-18 12:30:00,22.67,17.22,24.03,90.0
SC-102,2026-07-18 13:00:00,25.75,19.7,23.52,90.0
SC-102,2026-07-18 13:30:00,24.83,17.08,31.21,90.0
SC-102,2026-07-18 14:00:00,24.24,16.47,32.04,90.0
SC-102,2026-07-18 14:30:00,21.62,15.18,29.79,90.0
SC-102,2026-07-18 15:00:00,19.83,14.24,28.19,90.0
SC-102,2026-07-18 15:30:00,16.58,12.61,23.94,90.0
SC-102,2026-07-18 16:00:00,17.68,13.01,26.41,90.0
SC-102,2026-07-18 16:30:00,18.44,12.68,31.25,90.0
SC-102,2026-07-18 17:00:00,15.91,11.52,27.61,90.0
SC-102,2026-07-18 17:30:00,11.62,9.31,19.94,90.0
SC-102,2026-07-18 18:00:00,10.25,7.47,27.13,90.0
SC-102,2026-07-18 18:30:00,8.61,6.18,28.15,90.0
SC-102,2026-07-18 19:00:00,6.43,4.87,24.22,90.0
SC-102,2026-07-18 19:30:00,5.56,3.64,34.52,90.0
SC-102,2026-07-19 08:00:00,32.49,23.81,26.72,90.0
SC-102,2026-07-19 08:30:00,52.07,38.86,25.37,90.0
SC-102,2026-07-19 09:00:00,66.42,44.44,33.1,90.0
SC-102,2026-07-19 09:30:00,87.97,63.21,28.15,90.0
SC-102,2026-07-19 10:00:00,85.8,63.69,25.77,90.0
SC-102,2026-07-19 10:30:00,93.35,70.37,24.62,90.0
SC-102,2026-07-19 11:00:00,90.82,63.87,29.67,90.0
SC-102,2026-07-19 11:30:00,88.59,66.38,25.07,90.0
SC-102,2026-07-19 12:00:00,89.11,67.93,23.77,90.0
SC-102,2026-07-19 12:30:00,91.23,66.42,27.19,90.0
SC-102,2026-07-19 13:00:00,74.37,53.6,27.93,90.0
SC-102,2026-07-19 13:30:00,74.8,55.93,25.23,90.0
SC-102,2026-07-19 14:00:00,65.47,51.82,20.85,90.0
SC-102,2026-07-19 14:30:00,60.73,46.35,23.69,90.0
SC-102,2026-07-19 15:00:00,60.59,44.98,25.76,90.0
SC-102,2026-07-19 15:30:00,54.91,40.92,25.48,90.0
SC-102,2026-07-19 16:00:00,61.63,40.13,34.88,90.0
SC-102,2026-07-19 16:30:00,49.06,35.05,28.56,90.0
SC-102,2026-07-19 17:00:00,40.97,28.74,29.85,90.0
SC-102,2026-07-19 17:30:00,41.41,29.57,28.6,90.0
SC-102,2026-07-19 18:00:00,31.34,21.5,31.38,90.0
SC-102,2026-07-19 18:30:00,23.23,17.73,23.7,90.0
SC-102,2026-07-19 19:00:00,20.14,13.84,31.28,90.0
SC-102,2026-07-19 19:30:00,14.84,10.67,28.11,90.0
SC-102,2026-07-20 08:00:00,29.28,21.8,25.54,90.0
SC-102,2026-07-20 08:30:00,56.21,38.52,31.47,90.0
SC-102,2026-07-20 09:00:00,73.32,50.21,31.52,90.0
SC-102,2026-07-20 09:30:00,78.31,65.0,17.0,90.0
SC-102,2026-07-20 10:00:00,82.35,61.73,25.04,90.0
SC-102,2026-07-20 10:30:00,79.61,58.82,26.12,90.0
SC-102,2026-07-20 11:00:00,95.74,72.37,24.41,90.0
SC-102,2026-07-20 11:30:00,97.62,67.37,30.99,90.0
SC-102,2026-07-20 12:00:00,97.65,65.82,32.6,90.0
SC-102,2026-07-20 12:30:00,96.91,61.43,36.61,90.0
SC-102,2026-07-20 13:00:00,87.53,66.05,24.54,90.0
SC-102,2026-07-20 13:30:00,73.0,54.03,25.98,90.0
SC-102,2026-07-20 14:00:00,78.11,59.57,23.74,90.0
SC-102,2026-07-20 14:30:00,68.99,47.42,31.26,90.0
SC-102,2026-07-20 15:00:00,74.18,49.4,33.41,90.0
SC-102,2026-07-20 15:30:00,69.88,47.1,32.6,90.0
SC-102,2026-07-20 16:00:00,49.13,33.38,32.06,90.0
SC-102,2026-07-20 16:30:00,46.46,32.7,29.61,90.0
SC-102,2026-07-20 17:00:00,45.22,30.88,31.72,90.0
SC-102,2026-07-20 17:30:00,37.25,28.24,24.17,90.0
SC-102,2026-07-20 18:00:00,30.96,23.04,25.57,90.0
SC-102,2026-07-20 18:30:00,26.2,17.52,33.14,90.0
SC-102,2026-07-20 19:00:00,22.62,16.03,29.16,90.0
SC-102,2026-07-20 19:30:00,14.39,10.5,27.01,90.0
SC-102,2026-07-21 08:00:00,34.85,26.12,25.04,90.0
SC-102,2026-07-21 08:30:00,53.24,38.21,28.24,90.0
SC-102,2026-07-21 09:00:00,58.9,44.86,23.85,90.0
SC-102,2026-07-21 09:30:00,82.46,58.46,29.1,90.0
SC-102,2026-07-21 10:00:00,90.3,64.36,28.72,90.0
SC-102,2026-07-21 10:30:00,84.25,66.07,21.58,90.0
SC-102,2026-07-21 11:00:00,92.55,67.47,27.1,90.0
SC-102,2026-07-21 11:30:00,99.08,71.19,28.15,90.0
SC-102,2026-07-21 12:00:00,79.19,61.07,22.88,90.0
SC-102,2026-07-21 12:30:00,85.88,60.52,29.53,90.0
SC-102,2026-07-21 13:00:00,71.13,54.24,23.75,90.0
SC-102,2026-07-21 13:30:00,74.97,58.71,21.69,90.0
SC-102,2026-07-21 14:00:00,64.54,46.28,28.29,90.0
SC-102,2026-07-21 14:30:00,61.84,45.24,26.85,90.0
SC-102,2026-07-21 15:00:00,60.1,41.99,30.13,90.0
SC-102,2026-07-21 15:30:00,54.79,39.28,28.31,90.0
SC-102,2026-07-21 16:00:00,52.25,37.83,27.59,90.0
SC-102,2026-07-21 16:30:00,57.03,39.71,30.36,90.0
SC-102,2026-07-21 17:00:00,41.66,32.17,22.78,90.0
SC-102,2026-07-21 17:30:00,36.07,24.62,31.74,90.0
SC-102,2026-07-21 18:00:00,34.54,22.46,34.98,90.0
SC-102,2026-07-21 18:30:00,26.94,18.08,32.89,90.0
SC-102,2026-07-21 19:00:00,22.68,14.34,36.8,90.0
SC-102,2026-07-21 19:30:00,15.47,10.02,35.2,90.0
SC-102,2026-07-22 08:00:00,29.97,21.45,28.4,90.0
SC-102,2026-07-22 08:30:00,57.35,40.86,28.75,90.0
SC-102,2026-07-22 09:00:00,67.62,45.6,32.56,90.0
SC-102,2026-07-22 09:30:00,67.24,45.96,31.64,90.0
SC-102,2026-07-22 10:00:00,80.77,59.5,26.34,90.0
SC-102,2026-07-22 10:30:00,86.33,60.41,30.02,90.0
SC-102,2026-07-22 11:00:00,87.31,65.27,25.24,90.0
SC-102,2026-07-22 11:30:00,83.69,59.74,28.62,90.0
SC-102,2026-07-22 12:00:00,96.54,64.36,33.33,90.0
SC-102,2026-07-22 12:30:00,80.6,60.03,25.52,90.0
SC-102,2026-07-22 13:00:00,76.98,54.1,29.73,90.0
SC-102,2026-07-22 13:30:00,71.15,50.23,29.4,90.0
SC-102,2026-07-22 14:00:00,64.22,45.73,28.79,90.0
SC-102,2026-07-22 14:30:00,64.67,44.1,31.8,90.0
SC-102,2026-07-22 15:00:00,56.5,40.07,29.08,90.0
SC-102,2026-07-22 15:30:00,51.54,39.1,24.13,90.0
SC-102,2026-07-22 16:00:00,53.15,37.85,28.78,90.0
SC-102,2026-07-22 16:30:00,42.28,31.21,26.18,90.0
SC-102,2026-07-22 17:00:00,40.19,29.85,25.74,90.0
SC-102,2026-07-22 17:30:00,30.06,23.38,22.23,90.0
SC-102,2026-07-22 18:00:00,30.7,21.8,28.98,90.0
SC-102,2026-07-22 18:30:00,22.28,15.32,31.23,90.0
SC-102,2026-07-22 19:00:00,20.03,12.64,36.88,90.0
SC-102,2026-07-22 19:30:00,12.54,9.13,27.24,90.0
SC-102,2026-07-23 08:00:00,24.12,18.4,23.72,90.0
SC-102,2026-07-23 08:30:00,48.61,34.7,28.61,90.0
SC-102,2026-07-23 09:00:00,59.89,43.59,27.22,90.0
SC-102,2026-07-23 09:30:00,54.65,41.85,23.41,90.0
SC-102,2026-07-23 10:00:00,67.79,51.12,24.59,90.0
SC-102,2026-07-23 10:30:00,88.09,64.04,27.3,90.0
SC-102,2026-07-23 11:00:00,84.27,59.91,28.91,90.0
SC-102,2026-07-23 11:30:00,81.37,56.5,30.56,90.0
SC-102,2026-07-23 12:00:00,82.6,59.66,27.77,90.0
SC-102,2026-07-23 12:30:00,69.67,52.56,24.56,90.0
SC-102,2026-07-23 13:00:00,75.02,53.86,28.21,90.0
SC-102,2026-07-23 13:30:00,59.05,41.79,29.24,90.0
SC-102,2026-07-23 14:00:00,66.07,47.78,27.68,90.0
SC-102,2026-07-23 14:30:00,56.47,44.45,21.29,90.0
SC-102,2026-07-23 15:00:00,59.22,41.5,29.92,90.0
SC-102,2026-07-23 15:30:00,51.68,36.41,29.54,90.0
SC-102,2026-07-23 16:00:00,44.06,32.39,26.5,90.0
SC-102,2026-07-23 16:30:00,38.21,28.99,24.14,90.0
SC-102,2026-07-23 17:00:00,38.14,27.2,28.69,90.0
SC-102,2026-07-23 17:30:00,30.37,23.07,24.03,90.0
SC-102,2026-07-23 18:00:00,24.5,18.22,25.62,90.0
SC-102,2026-07-23 18:30:00,22.71,15.51,31.68,90.0
SC-102,2026-07-23 19:00:00,17.7,12.81,27.65,90.0
SC-102,2026-07-23 19:30:00,11.27,8.18,27.46,90.0
SC-102,2026-07-24 08:00:00,17.31,11.46,33.77,90.0
SC-102,2026-07-24 08:30:00,23.17,16.95,26.85,90.0
SC-102,2026-07-24 09:00:00,33.53,22.64,32.47,90.0
SC-102,2026-07-24 09:30:00,33.91,25.6,24.51,90.0
SC-102,2026-07-24 10:00:00,34.97,26.34,24.69,90.0
SC-102,2026-07-24 10:30:00,40.81,28.6,29.9,90.0
SC-102,2026-07-24 11:00:00,44.38,31.04,30.05,90.0
SC-102,2026-07-24 11:30:00,40.77,29.25,28.25,90.0
SC-102,2026-07-24 12:00:00,42.88,33.47,21.95,90.0
SC-102,2026-07-24 12:30:00,37.56,24.75,34.11,90.0
SC-102,2026-07-24 13:00:00,39.7,29.66,25.29,90.0
SC-102,2026-07-24 13:30:00,30.76,24.52,20.28,90.0
SC-102,2026-07-24 14:00:00,30.69,22.22,27.61,90.0
SC-102,2026-07-24 14:30:00,32.85,22.82,30.54,90.0
SC-102,2026-07-24 15:00:00,27.69,19.69,28.89,90.0
SC-102,2026-07-24 15:30:00,31.23,21.2,32.12,90.0
SC-102,2026-07-24 16:00:00,26.44,18.12,31.48,90.0
