center_id,ts_bucket,channel,offered,handled,abandoned,aht_sec,wait_sec,resolved_first_contact
SC-102,2026-07-03 11:30:00,phone,95.89,91.27,4.62,263.6,8.0,60.28
SC-102,2026-07-03 11:30:00,web,22.16,21.25,0.91,176.5,26.5,16.01
SC-102,2026-07-03 11:30:00,whatsapp,18.84,18.39,0.45,149.6,52.6,13.92
SC-102,2026-07-03 11:30:00,email,13.3,12.89,0.41,149.0,53.0,9.35
SC-102,2026-07-03 11:30:00,forms,8.86,8.43,0.43,147.8,94.5,6.4
SC-102,2026-07-03 11:30:00,chat,12.19,11.57,0.62,193.2,36.3,9.33
SC-102,2026-07-03 12:00:00,phone,94.41,87.83,6.58,330.7,13.5,63.02
SC-102,2026-07-03 12:00:00,web,21.82,20.65,1.17,172.7,28.4,15.66
SC-102,2026-07-03 12:00:00,whatsapp,18.54,17.92,0.63,161.0,30.9,13.6
SC-102,2026-07-03 12:00:00,email,13.09,12.64,0.45,158.1,44.4,10.19
SC-102,2026-07-03 12:00:00,forms,8.73,8.34,0.38,154.1,2.7,6.55
SC-102,2026-07-03 12:00:00,chat,12.0,11.84,0.16,141.2,18.4,9.55
SC-102,2026-07-03 12:30:00,phone,100.41,66.82,33.59,310.4,72.3,44.83
SC-102,2026-07-03 12:30:00,web,23.2,22.34,0.86,160.5,33.1,16.33
SC-102,2026-07-03 12:30:00,whatsapp,19.72,18.89,0.84,182.6,65.2,14.92
SC-102,2026-07-03 12:30:00,email,13.92,13.22,0.71,154.8,3.9,10.22
SC-102,2026-07-03 12:30:00,forms,9.28,9.03,0.25,128.7,42.5,7.19
SC-102,2026-07-03 12:30:00,chat,12.76,12.33,0.44,176.9,23.6,9.17
SC-102,2026-07-03 13:00:00,phone,86.4,59.84,26.56,326.2,77.9,41.18
SC-102,2026-07-03 13:00:00,web,19.97,19.68,0.29,157.9,29.5,16.21
SC-102,2026-07-03 13:00:00,whatsapp,16.97,16.44,0.53,169.6,61.5,13.83
SC-102,2026-07-03 13:00:00,email,11.98,11.56,0.42,148.4,32.0,9.42
SC-102,2026-07-03 13:00:00,forms,7.99,7.8,0.18,157.3,51.2,6.22
SC-102,2026-07-03 13:00:00,chat,10.98,10.48,0.5,167.6,7.5,8.8
SC-102,2026-07-03 13:30:00,phone,81.66,73.02,8.64,325.4,23.3,46.68
SC-102,2026-07-03 13:30:00,web,18.87,18.39,0.48,170.2,58.4,13.52
SC-102,2026-07-03 13:30:00,whatsapp,16.04,15.37,0.67,180.1,18.4,12.37
SC-102,2026-07-03 13:30:00,email,11.32,11.01,0.31,172.1,39.1,8.46
SC-102,2026-07-03 13:30:00,forms,7.55,7.37,0.17,149.7,42.5,5.53
SC-102,2026-07-03 13:30:00,chat,10.38,10.03,0.35,169.8,49.8,7.63
SC-102,2026-07-03 14:00:00,phone,72.3,57.6,14.7,321.1,43.4,37.74
SC-102,2026-07-03 14:00:00,web,16.71,16.49,0.22,131.5,50.2,12.08
SC-102,2026-07-03 14:00:00,whatsapp,14.2,13.47,0.73,135.3,47.3,10.46
SC-102,2026-07-03 14:00:00,email,10.02,9.49,0.54,173.5,30.4,7.22
SC-102,2026-07-03 14:00:00,forms,6.68,6.34,0.35,150.9,21.0,5.17
SC-102,2026-07-03 14:00:00,chat,9.19,9.05,0.14,159.5,37.9,6.75
SC-102,2026-07-03 14:30:00,phone,77.06,1.54,75.52,294.4,840.9,1.04
SC-102,2026-07-03 14:30:00,web,17.81,17.33,0.48,117.1,64.9,13.24
SC-102,2026-07-03 14:30:00,whatsapp,15.14,14.51,0.62,166.8,39.4,11.46
SC-102,2026-07-03 14:30:00,email,10.68,10.3,0.39,154.7,46.9,8.18
SC-102,2026-07-03 14:30:00,forms,7.12,6.93,0.19,174.3,23.0,5.21
SC-102,2026-07-03 14:30:00,chat,9.79,9.38,0.42,157.1,51.2,7.52
SC-102,2026-07-03 15:00:00,phone,66.32,45.18,21.14,311.1,75.4,31.65
SC-102,2026-07-03 15:00:00,web,15.33,14.71,0.62,159.5,74.0,11.8
SC-102,2026-07-03 15:00:00,whatsapp,13.03,12.72,0.3,147.3,23.5,10.07
SC-102,2026-07-03 15:00:00,email,9.2,8.9,0.3,182.8,27.3,6.94
SC-102,2026-07-03 15:00:00,forms,6.13,5.94,0.19,175.2,11.3,4.4
SC-102,2026-07-03 15:00:00,chat,8.43,8.27,0.16,186.1,37.0,6.05
SC-102,2026-07-03 15:30:00,phone,51.78,50.06,1.71,298.3,6.1,33.37
SC-102,2026-07-03 15:30:00,web,11.97,11.35,0.62,160.2,25.5,8.8
SC-102,2026-07-03 15:30:00,whatsapp,10.17,9.77,0.4,156.6,68.5,8.23
SC-102,2026-07-03 15:30:00,email,7.18,7.0,0.18,191.7,47.9,5.57
SC-102,2026-07-03 15:30:00,forms,4.79,4.62,0.17,135.7,43.2,3.54
SC-102,2026-07-03 15:30:00,chat,6.58,6.41,0.17,179.2,69.4,4.79
SC-102,2026-07-03 16:00:00,phone,51.7,43.16,8.55,350.9,30.9,28.36
SC-102,2026-07-03 16:00:00,web,11.95,11.62,0.33,171.5,32.9,9.47
SC-102,2026-07-03 16:00:00,whatsapp,10.16,10.01,0.15,180.1,20.7,7.73
SC-102,2026-07-03 16:00:00,email,7.17,6.88,0.29,166.8,70.7,5.46
SC-102,2026-07-03 16:00:00,forms,4.78,4.55,0.23,173.2,49.0,3.3
SC-102,2026-07-03 16:00:00,chat,6.57,6.34,0.23,158.5,62.1,4.88
SC-102,2026-07-03 16:30:00,phone,50.8,41.69,9.1,309.0,36.4,27.05
SC-102,2026-07-03 16:30:00,web,11.74,11.33,0.41,176.4,49.1,8.08
SC-102,2026-07-03 16:30:00,whatsapp,9.98,9.68,0.3,175.3,20.6,7.49
SC-102,2026-07-03 16:30:00,email,7.04,6.83,0.22,170.0,38.0,5.28
SC-102,2026-07-03 16:30:00,forms,4.7,4.39,0.3,153.8,29.1,3.54
SC-102,2026-07-03 16:30:00,chat,6.46,6.18,0.28,183.2,20.3,5.07
SC-102,2026-07-03 17:00:00,phone,43.73,37.78,5.95,316.5,30.4,25.75
SC-102,2026-07-03 17:00:00,web,10.1,9.64,0.46,139.6,15.6,7.67
SC-102,2026-07-03 17:00:00,whatsapp,8.59,8.31,0.28,174.7,49.9,6.08
SC-102,2026-07-03 17:00:00,email,6.06,5.86,0.21,169.7,22.3,4.59
SC-102,2026-07-03 17:00:00,forms,4.04,3.85,0.19,150.1,38.4,2.85
SC-102,2026-07-03 17:00:00,chat,5.56,5.35,0.21,163.3,23.8,4.25
SC-102,2026-07-03 17:30:00,phone,36.82,31.15,5.67,290.3,40.9,20.96
SC-102,2026-07-03 17:30:00,web,8.51,8.03,0.48,188.8,42.7,5.96
SC-102,2026-07-03 17:30:00,whatsapp,7.23,6.83,0.4,137.6,58.9,5.16
SC-102,2026-07-03 17:30:00,email,5.11,4.96,0.14,158.7,60.6,4.0
SC-102,2026-07-03 17:30:00,forms,3.4,3.21,0.19,165.5,85.2,2.6
SC-102,2026-07-03 17:30:00,chat,4.68,4.57,0.11,151.6,57.3,3.55
SC-102,2026-07-03 18:00:00,phone,30.55,23.81,6.73,300.4,49.6,15.76
SC-102,2026-07-03 18:00:00,web,7.06,6.65,0.4,159.4,43.6,5.26
SC-102,2026-07-03 18:00:00,whatsapp,6.0,5.83,0.17,172.0,40.5,4.66
SC-102,2026-07-03 18:00:00,email,4.24,4.07,0.17,172.1,31.0,3.18
SC-102,2026-07-03 18:00:00,forms,2.82,2.77,0.05,204.7,72.3,2.15
SC-102,2026-07-03 18:00:00,chat,3.88,3.71,0.17,171.9,35.4,2.84
SC-102,2026-07-03 18:30:00,phone,26.23,8.38,17.85,331.4,191.3,5.3
SC-102,2026-07-03 18:30:00,web,6.06,5.98,0.08,190.9,28.8,4.72
SC-102,2026-07-03 18:30:00,whatsapp,5.15,4.95,0.2,189.8,26.1,4.02
SC-102,2026-07-03 18:30:00,email,3.64,3.51,0.13,178.3,68.1,2.63
SC-102,2026-07-03 18:30:00,forms,2.42,2.32,0.11,148.2,69.3,1.86
SC-102,2026-07-03 18:30:00,chat,3.33,3.18,0.15,180.5,73.5,2.61
SC-102,2026-07-03 19:00:00,phone,16.5,11.12,5.38,322.3,77.7,7.27
SC-102,2026-07-03 19:00:00,web,3.81,3.69,0.12,170.8,32.8,2.76
SC-102,2026-07-03 19:00:00,whatsapp,3.24,3.14,0.1,159.8,28.0,2.55
SC-102,2026-07-03 19:00:00,email,2.29,2.2,0.09,143.9,38.3,1.73
SC-102,2026-07-03 19:00:00,forms,1.53,1.47,0.06,175.9,45.0,1.11
SC-102,2026-07-03 19:00:00,chat,2.1,2.0,0.1,173.1,42.0,1.54
SC-102,2026-07-03 19:30:00,phone,13.45,7.61,5.84,304.3,114.7,5.04
SC-102,2026-07-03 19:30:00,web,3.11,2.96,0.15,182.8,22.7,2.21
SC-102,2026-07-03 19:30:00,whatsapp,2.64,2.55,0.1,138.6,72.5,2.1
SC-102,2026-07-03 19:30:00,email,1.86,1.74,0.12,158.9,2.0,1.3
SC-102,2026-07-03 19:30:00,forms,1.24,1.21,0.03,177.5,28.2,1.01
SC-102,2026-07-03 19:30:00,chat,1.71,1.64,0.07,169.9,49.2,1.25
SC-102,2026-07-04 08:00:00,phone,27.2,16.23,10.97,314.8,122.7,10.54
SC-102,2026-07-04 08:00:00,web,6.28,6.01,0.28,193.1,40.7,4.69
SC-102,2026-07-04 08:00:00,whatsapp,5.34,5.21,0.14,130.1,59.5,4.07
SC-102,2026-07-04 08:00:00,email,3.77,3.66,0.11,178.3,67.2,2.96
SC-102,2026-07-04 08:00:00,forms,2.51,2.42,0.09,157.5,44.2,1.96
SC-102,2026-07-04 08:00:00,chat,3.46,3.28,0.18,143.1,65.0,2.54
SC-102,2026-07-04 08:30:00,phone,46.64,7.5,39.14,265.4,367.2,4.67
SC-102,2026-07-04 08:30:00,web,10.78,10.11,0.67,191.1,70.6,7.4
SC-102,2026-07-04 08:30:00,whatsapp,9.16,8.93,0.23,171.3,50.8,6.83
SC-102,2026-07-04 08:30:00,email,6.47,6.06,0.41,159.4,41.0,4.67
SC-102,2026-07-04 08:30:00,forms,4.31,4.21,0.1,154.8,42.8,3.34
SC-102,2026-07-04 08:30:00,chat,5.93,5.87,0.06,176.0,35.2,4.75
SC-102,2026-07-04 09:00:00,phone,46.54,34.93,11.62,300.3,64.8,23.16
SC-102,2026-07-04 09:00:00,web,10.76,10.25,0.51,181.5,33.1,7.81
SC-102,2026-07-04 09:00:00,whatsapp,9.14,8.67,0.47,164.9,62.9,6.69
SC-102,2026-07-04 09:00:00,email,6.45,6.34,0.11,158.7,41.6,4.89
SC-102,2026-07-04 09:00:00,forms,4.3,4.11,0.2,140.8,68.2,3.11
SC-102,2026-07-04 09:00:00,chat,5.92,5.84,0.08,159.0,26.0,4.43
SC-102,2026-07-04 09:30:00,phone,59.69,46.04,13.65,295.0,50.4,32.83
SC-102,2026-07-04 09:30:00,web,13.79,13.24,0.56,177.9,22.4,10.12
SC-102,2026-07-04 09:30:00,whatsapp,11.73,11.45,0.28,159.7,37.4,8.73
SC-102,2026-07-04 09:30:00,email,8.28,8.08,0.2,204.9,56.7,6.56
SC-102,2026-07-04 09:30:00,forms,5.52,5.38,0.14,184.8,57.4,4.25
SC-102,2026-07-04 09:30:00,chat,7.59,7.46,0.12,165.8,73.7,6.2
SC-102,2026-07-04 10:00:00,phone,72.66,20.82,51.85,285.8,233.2,14.1
SC-102,2026-07-04 10:00:00,web,16.79,15.86,0.94,138.5,55.6,11.75
SC-102,2026-07-04 10:00:00,whatsapp,14.27,13.64,0.63,162.6,39.9,9.89
SC-102,2026-07-04 10:00:00,email,10.08,9.67,0.41,141.0,34.8,7.8
SC-102,2026-07-04 10:00:00,forms,6.72,6.52,0.2,151.2,67.6,4.95
SC-102,2026-07-04 10:00:00,chat,9.24,8.72,0.51,171.4,19.6,6.87
SC-102,2026-07-04 10:30:00,phone,71.89,42.98,28.9,268.3,95.9,28.03
SC-102,2026-07-04 10:30:00,web,16.61,16.26,0.35,146.8,34.9,12.32
SC-102,2026-07-04 10:30:00,whatsapp,14.12,13.8,0.32,196.0,52.5,10.22
SC-102,2026-07-04 10:30:00,email,9.97,9.62,0.35,131.8,54.3,7.3
SC-102,2026-07-04 10:30:00,forms,6.64,6.64,0.0,120.3,4.5,5.07
SC-102,2026-07-04 10:30:00,chat,9.14,8.95,0.19,144.4,22.3,6.83
SC-102,2026-07-04 11:00:00,phone,54.04,52.78,1.27,305.8,5.1,36.53
SC-102,2026-07-04 11:00:00,web,12.49,12.31,0.18,148.1,79.4,8.67
SC-102,2026-07-04 11:00:00,whatsapp,10.62,10.2,0.42,191.3,15.8,7.91
SC-102,2026-07-04 11:00:00,email,7.49,7.35,0.14,176.4,53.2,5.67
SC-102,2026-07-04 11:00:00,forms,5.0,4.82,0.18,144.7,30.6,3.54
SC-102,2026-07-04 11:00:00,chat,6.87,6.49,0.38,164.8,54.8,5.13
SC-102,2026-07-04 11:30:00,phone,69.42,56.23,13.19,284.9,39.1,37.45
SC-102,2026-07-04 11:30:00,web,16.04,15.57,0.47,161.2,18.2,11.04
SC-102,2026-07-04 11:30:00,whatsapp,13.64,13.35,0.29,174.6,62.6,9.63
SC-102,2026-07-04 11:30:00,email,9.63,9.3,0.32,131.2,35.6,7.26
SC-102,2026-07-04 11:30:00,forms,6.42,6.1,0.31,174.3,50.2,4.81
SC-102,2026-07-04 11:30:00,chat,8.82,8.56,0.26,151.2,36.6,6.6
SC-102,2026-07-04 12:00:00,phone,76.02,19.49,56.54,331.3,295.0,13.14
SC-102,2026-07-04 12:00:00,web,17.57,17.4,0.17,173.1,56.0,13.4
SC-102,2026-07-04 12:00:00,whatsapp,14.93,14.11,0.82,171.5,56.8,10.56
SC-102,2026-07-04 12:00:00,email,10.54,10.01,0.53,181.6,51.1,7.24
SC-102,2026-07-04 12:00:00,forms,7.03,6.64,0.38,158.1,49.8,5.15
SC-102,2026-07-04 12:00:00,chat,9.66,9.29,0.37,152.5,45.4,7.02
SC-102,2026-07-04 12:30:00,phone,62.65,41.49,21.15,284.8,75.6,28.12
SC-102,2026-07-04 12:30:00,web,14.48,13.93,0.54,170.5,35.1,11.51
SC-102,2026-07-04 12:30:00,whatsapp,12.31,11.96,0.34,157.2,25.5,9.33
SC-102,2026-07-04 12:30:00,email,8.69,8.42,0.27,159.6,40.1,6.71
SC-102,2026-07-04 12:30:00,forms,5.79,5.4,0.39,155.7,10.9,4.3
SC-102,2026-07-04 12:30:00,chat,7.96,7.57,0.4,163.1,23.9,5.66
SC-102,2026-07-04 13:00:00,phone,48.51,45.54,2.97,339.8,12.9,31.19
SC-102,2026-07-04 13:00:00,web,11.21,10.94,0.27,184.3,40.7,9.07
SC-102,2026-07-04 13:00:00,whatsapp,9.53,9.05,0.48,180.9,69.9,6.92
SC-102,2026-07-04 13:00:00,email,6.73,6.49,0.23,153.5,64.3,5.07
SC-102,2026-07-04 13:00:00,forms,4.48,4.29,0.2,145.5,60.8,3.41
SC-102,2026-07-04 13:00:00,chat,6.17,5.91,0.26,156.2,26.7,4.91
SC-102,2026-07-04 13:30:00,phone,52.43,43.78,8.65,288.5,30.8,30.67
SC-102,2026-07-04 13:30:00,web,12.12,11.75,0.36,185.2,57.2,9.82
SC-102,2026-07-04 13:30:00,whatsapp,10.3,10.07,0.23,161.4,60.0,7.77
SC-102,2026-07-04 13:30:00,email,7.27,7.05,0.21,172.4,33.6,5.25
SC-102,2026-07-04 13:30:00,forms,4.85,4.67,0.18,158.7,67.9,3.44
SC-102,2026-07-04 13:30:00,chat,6.66,6.66,0.0,209.8,41.1,5.1
SC-102,2026-07-04 14:00:00,phone,54.41,36.22,18.2,282.7,68.6,23.93
SC-102,2026-07-04 14:00:00,web,12.57,12.34,0.24,139.2,42.7,9.28
SC-102,2026-07-04 14:00:00,whatsapp,10.69,10.33,0.36,145.8,61.2,8.24
SC-102,2026-07-04 14:00:00,email,7.54,7.28,0.26,172.9,81.1,5.46
SC-102,2026-07-04 14:00:00,forms,5.03,4.97,0.06,172.6,53.0,4.13
SC-102,2026-07-04 14:00:00,chat,6.92,6.61,0.31,173.1,30.7,5.08
SC-102,2026-07-04 14:30:00,phone,49.31,30.21,19.09,293.9,83.4,19.87
SC-102,2026-07-04 14:30:00,web,11.39,11.12,0.28,154.5,35.9,8.97
SC-102,2026-07-04 14:30:00,whatsapp,9.69,9.51,0.18,199.0,27.1,7.72
SC-102,2026-07-04 14:30:00,email,6.84,6.55,0.29,191.7,45.5,5.32
SC-102,2026-07-04 14:30:00,forms,4.56,4.27,0.29,150.6,29.8,3.32
SC-102,2026-07-04 14:30:00,chat,6.27,5.9,0.37,169.7,21.9,4.54
SC-102,2026-07-04 15:00:00,phone,45.31,23.49,21.83,295.1,132.8,14.45
SC-102,2026-07-04 15:00:00,web,10.47,10.05,0.42,171.1,37.8,7.8
SC-102,2026-07-04 15:00:00,whatsapp,8.9,8.69,0.21,189.5,31.6,6.51
SC-102,2026-07-04 15:00:00,email,6.28,6.04,0.24,159.8,31.7,4.59
SC-102,2026-07-04 15:00:00,forms,4.19,4.03,0.16,145.4,32.0,3.21
SC-102,2026-07-04 15:00:00,chat,5.76,5.56,0.2,156.3,27.2,4.17
SC-102,2026-07-04 15:30:00,phone,40.28,31.34,8.94,326.8,51.9,19.38
SC-102,2026-07-04 15:30:00,web,9.31,9.01,0.3,165.0,25.7,7.33
SC-102,2026-07-04 15:30:00,whatsapp,7.91,7.62,0.29,173.4,21.6,5.85
SC-102,2026-07-04 15:30:00,email,5.58,5.44,0.15,155.4,67.0,4.11
SC-102,2026-07-04 15:30:00,forms,3.72,3.6,0.12,156.7,14.4,2.78
SC-102,2026-07-04 15:30:00,chat,5.12,4.92,0.2,179.4,59.4,3.95
SC-102,2026-07-04 16:00:00,phone,36.92,29.63,7.29,281.6,36.9,20.09
SC-102,2026-07-04 16:00:00,web,8.53,8.14,0.39,172.3,53.7,6.1
SC-102,2026-07-04 16:00:00,whatsapp,7.25,6.79,0.46,154.7,69.8,5.41
SC-102,2026-07-04 16:00:00,email,5.12,4.87,0.25,169.8,7.5,3.71
SC-102,2026-07-04 16:00:00,forms,3.41,3.34,0.08,180.1,58.4,2.39
SC-102,2026-07-04 16:00:00,chat,4.69,4.53,0.16,187.9,45.9,3.75
SC-102,2026-07-04 16:30:00,phone,28.49,24.92,3.57,262.9,26.8,17.0
SC-102,2026-07-04 16:30:00,web,6.58,6.14,0.44,151.4,63.8,4.57
SC-102,2026-07-04 16:30:00,whatsapp,5.6,5.43,0.17,179.6,28.2,4.17
SC-102,2026-07-04 16:30:00,email,3.95,3.8,0.15,149.1,54.6,3.06
SC-102,2026-07-04 16:30:00,forms,2.63,2.58,0.06,165.9,34.6,1.96
SC-102,2026-07-04 16:30:00,chat,3.62,3.5,0.12,165.4,72.5,2.83
SC-102,2026-07-04 17:00:00,phone,29.7,21.22,8.49,325.1,56.3,13.61
SC-102,2026-07-04 17:00:00,web,6.86,6.68,0.18,165.5,61.9,5.25
SC-102,2026-07-04 17:00:00,whatsapp,5.83,5.76,0.07,151.5,31.7,4.6
SC-102,2026-07-04 17:00:00,email,4.12,3.89,0.23,159.2,18.3,3.11
SC-102,2026-07-04 17:00:00,forms,2.75,2.64,0.11,132.6,39.4,2.21
SC-102,2026-07-04 17:00:00,chat,3.78,3.65,0.12,182.0,13.2,2.9
SC-102,2026-07-04 17:30:00,phone,24.69,17.7,6.99,315.2,58.9,11.73
SC-102,2026-07-04 17:30:00,web,5.71,5.61,0.09,157.8,2.0,4.14
SC-102,2026-07-04 17:30:00,whatsapp,4.85,4.75,0.1,135.9,40.9,3.59
SC-102,2026-07-04 17:30:00,email,3.42,3.3,0.13,170.2,51.4,2.66
SC-102,2026-07-04 17:30:00,forms,2.28,2.24,0.05,181.2,69.0,1.5
SC-102,2026-07-04 17:30:00,chat,3.14,3.02,0.12,145.4,45.3,2.44
SC-102,2026-07-04 18:00:00,phone,18.41,15.54,2.87,303.7,36.5,10.55
SC-102,2026-07-04 18:00:00,web,4.25,4.1,0.15,178.0,47.3,3.34
SC-102,2026-07-04 18:00:00,whatsapp,3.62,3.47,0.15,180.4,56.0,2.53
SC-102,2026-07-04 18:00:00,email,2.55,2.41,0.14,161.6,49.6,1.89
SC-102,2026-07-04 18:00:00,forms,1.7,1.6,0.1,172.8,58.5,1.2
SC-102,2026-07-04 18:00:00,chat,2.34,2.26,0.08,179.5,36.8,1.67
SC-102,2026-07-04 18:30:00,phone,15.85,8.9,6.95,282.2,122.2,6.07
SC-102,2026-07-04 18:30:00,web,3.66,3.55,0.11,159.7,35.5,2.75
SC-102,2026-07-04 18:30:00,whatsapp,3.11,2.99,0.12,124.1,63.3,2.26
SC-102,2026-07-04 18:30:00,email,2.2,2.09,0.11,151.6,29.5,1.58
SC-102,2026-07-04 18:30:00,forms,1.47,1.43,0.04,160.3,84.6,1.14
SC-102,2026-07-04 18:30:00,chat,2.01,1.96,0.06,137.4,49.5,1.4
SC-102,2026-07-04 19:00:00,phone,11.82,8.15,3.67,309.1,88.0,5.48
SC-102,2026-07-04 19:00:00,web,2.73,2.58,0.16,174.0,89.1,1.83
SC-102,2026-07-04 19:00:00,whatsapp,2.32,2.23,0.09,177.9,28.7,1.71
SC-102,2026-07-04 19:00:00,email,1.64,1.55,0.09,168.6,21.8,1.17
SC-102,2026-07-04 19:00:00,forms,1.09,1.05,0.04,160.8,81.8,0.79
SC-102,2026-07-04 19:00:00,chat,1.5,1.43,0.07,147.8,69.9,1.17
SC-102,2026-07-04 19:30:00,phone,7.1,5.9,1.21,341.7,37.7,4.24
SC-102,2026-07-04 19:30:00,web,1.64,1.58,0.07,175.0,15.6,1.28
SC-102,2026-07-04 19:30:00,whatsapp,1.4,1.31,0.08,160.4,39.6,1.09
SC-102,2026-07-04 19:30:00,email,0.99,0.95,0.03,163.9,44.0,0.74
SC-102,2026-07-04 19:30:00,forms,0.66,0.64,0.02,200.9,2.0,0.49
SC-102,2026-07-04 19:30:00,chat,0.9,0.86,0.05,159.4,70.3,0.66
SC-102,2026-07-05 08:00:00,phone,118.83,0.62,118.21,309.5,900.0,0.39
SC-102,2026-07-05 08:00:00,web,27.46,25.96,1.5,171.1,62.1,20.79
SC-102,2026-07-05 08:00:00,whatsapp,23.34,22.93,0.41,179.9,65.7,18.98
SC-102,2026-07-05 08:00:00,email,16.48,15.67,0.81,170.1,17.9,12.36
SC-102,2026-07-05 08:00:00,forms,10.98,10.58,0.41,140.0,40.9,8.18
SC-102,2026-07-05 08:00:00,chat,15.1,14.84,0.26,141.0,36.5,11.37
SC-102,2026-07-05 08:30:00,phone,175.69,2.85,172.85,313.7,900.0,1.84
SC-102,2026-07-05 08:30:00,web,40.6,39.3,1.3,159.1,55.6,27.74
SC-102,2026-07-05 08:30:00,whatsapp,34.51,34.46,0.05,145.1,32.2,28.19
SC-102,2026-07-05 08:30:00,email,24.36,22.83,1.53,200.6,32.6,18.77
SC-102,2026-07-05 08:30:00,forms,16.24,15.87,0.37,144.6,70.9,11.72
SC-102,2026-07-05 08:30:00,chat,22.33,21.79,0.54,149.8,2.0,18.08
SC-102,2026-07-05 09:00:00,phone,176.54,161.66,14.88,263.8,18.7,109.85
SC-102,2026-07-05 09:00:00,web,40.8,38.59,2.2,190.8,68.3,30.05
SC-102,2026-07-05 09:00:00,whatsapp,34.68,32.72,1.96,146.5,52.5,26.64
SC-102,2026-07-05 09:00:00,email,24.48,23.79,0.69,176.7,33.7,18.06
SC-102,2026-07-05 09:00:00,forms,16.32,15.49,0.83,169.4,38.5,12.03
SC-102,2026-07-05 09:00:00,chat,22.44,21.09,1.35,169.8,57.4,16.66
SC-102,2026-07-05 09:30:00,phone,264.54,5.83,258.72,335.9,900.0,3.71
SC-102,2026-07-05 09:30:00,web,61.13,58.88,2.26,165.6,32.6,47.12
SC-102,2026-07-05 09:30:00,whatsapp,51.96,50.66,1.31,182.6,37.5,41.38
SC-102,2026-07-05 09:30:00,email,36.68,35.79,0.89,162.0,34.4,27.38
SC-102,2026-07-05 09:30:00,forms,24.45,23.21,1.24,148.1,30.8,18.68
SC-102,2026-07-05 09:30:00,chat,33.62,32.06,1.56,186.2,51.8,22.81
SC-102,2026-07-05 10:00:00,phone,301.36,1.58,299.78,288.5,900.0,0.98
SC-102,2026-07-05 10:00:00,web,69.64,66.22,3.42,185.2,2.0,52.06
SC-102,2026-07-05 10:00:00,whatsapp,59.2,57.11,2.09,132.0,47.1,46.24
SC-102,2026-07-05 10:00:00,email,41.79,40.28,1.51,169.8,34.2,30.89
SC-102,2026-07-05 10:00:00,forms,27.86,26.74,1.12,145.6,79.6,20.62
SC-102,2026-07-05 10:00:00,chat,38.3,35.92,2.39,197.1,31.8,26.9
SC-102,2026-07-05 10:30:00,phone,273.73,244.65,29.08,334.5,15.2,168.1
SC-102,2026-07-05 10:30:00,web,63.26,60.44,2.81,168.9,56.9,50.86
SC-102,2026-07-05 10:30:00,whatsapp,53.77,50.97,2.8,159.7,74.9,38.5
SC-102,2026-07-05 10:30:00,email,37.95,36.3,1.65,153.4,2.8,29.22
SC-102,2026-07-05 10:30:00,forms,25.3,24.79,0.51,173.9,45.0,18.78
SC-102,2026-07-05 10:30:00,chat,34.79,33.32,1.47,187.7,57.0,24.38
SC-102,2026-07-05 11:00:00,phone,248.64,242.21,6.43,280.0,4.0,163.31
SC-102,2026-07-05 11:00:00,web,57.46,56.33,1.13,163.8,48.2,43.95
SC-102,2026-07-05 11:00:00,whatsapp,48.84,47.03,1.81,156.5,11.3,36.25
SC-102,2026-07-05 11:00:00,email,34.48,33.52,0.95,150.3,30.6,27.62
SC-102,2026-07-05 11:00:00,forms,22.98,21.5,1.48,176.4,58.2,17.49
SC-102,2026-07-05 11:00:00,chat,31.6,30.2,1.4,163.7,38.7,22.48
SC-102,2026-07-05 11:30:00,phone,276.78,216.5,60.28,315.5,42.3,135.5
SC-102,2026-07-05 11:30:00,web,63.96,59.52,4.44,186.0,39.5,46.67
SC-102,2026-07-05 11:30:00,whatsapp,54.37,51.48,2.89,151.5,69.6,39.92
SC-102,2026-07-05 11:30:00,email,38.38,36.7,1.68,176.6,55.4,28.21
SC-102,2026-07-05 11:30:00,forms,25.58,24.66,0.93,172.7,60.5,18.96
SC-102,2026-07-05 11:30:00,chat,35.18,34.16,1.02,149.8,31.5,27.07
SC-102,2026-07-05 12:00:00,phone,237.07,230.38,6.69,258.1,5.3,150.79
SC-102,2026-07-05 12:00:00,web,54.78,53.19,1.6,164.1,63.2,41.69
SC-102,2026-07-05 12:00:00,whatsapp,46.57,46.08,0.49,165.3,82.6,33.83
SC-102,2026-07-05 12:00:00,email,32.87,32.07,0.8,189.0,50.5,25.81
SC-102,2026-07-05 12:00:00,forms,21.91,21.13,0.78,159.0,37.7,15.44
SC-102,2026-07-05 12:00:00,chat,30.13,29.25,0.88,172.8,47.8,23.83
SC-102,2026-07-05 12:30:00,phone,225.92,218.66,7.26,336.5,6.9,144.38
SC-102,2026-07-05 12:30:00,web,52.21,49.74,2.47,174.2,18.7,39.92
SC-102,2026-07-05 12:30:00,whatsapp,44.38,42.66,1.72,152.6,13.3,32.2
SC-102,2026-07-05 12:30:00,email,31.33,30.13,1.2,147.7,60.7,23.21
SC-102,2026-07-05 12:30:00,forms,20.88,20.43,0.45,194.2,35.7,16.13
SC-102,2026-07-05 12:30:00,chat,28.72,27.49,1.22,158.9,60.7,22.44
SC-102,2026-07-05 13:00:00,phone,227.28,220.21,7.06,330.2,7.2,140.91
SC-102,2026-07-05 13:00:00,web,52.52,50.77,1.76,157.5,63.3,40.2
